STRUCTURE,STRUCTUREID,STRUCTUREFULLNAME,STRUCTURECOLOR,STRUCTUREREGION,STRUCTUREREGIONCOLOR,CLUSTER
Pt,16510,pretectum,FFE524,Rest Forebrain,C86A39,9
p1R,16511,roof plate of p1,FFEB73,Rest Forebrain,C86A39,9
PCom,16512,bed area of the posterior commissure,F4E35F,Rest Forebrain,C86A39,9
PComv,16513,ventricular zone of PCom,F4E35F,Rest Forebrain,C86A39,9
SCO,16514,subcommissural organ,FFEB73,Rest Forebrain,C86A39,9
PComm,16515,mantle zone of PCom,FFEB73,Rest Forebrain,C86A39,9
PComp,16516,periventricular zone of PCom,FFEB73,Rest Forebrain,C86A39,9
PComi,16517,intermediate zone of PCom,FFEB73,Rest Forebrain,C86A39,9
PComs,16518,superficial zone of PCom,FFEB73,Rest Forebrain,C86A39,9
p1A,16519,alar plate of p1,FFE524,Rest Forebrain,C86A39,9
PcP,16520,precommissural pretectal domain,FFE524,Rest Forebrain,C86A39,9
PcPv,111220596,ventricular zone of PcP,FFE524,Rest Forebrain,C86A39,9
PcPm,111220598,mantle zone of PcP,F4E35F,Rest Forebrain,C86A39,9
PcPD,16521,dorsal part of PcP,F4E35F,Rest Forebrain,C86A39,9
PcPDv,16522,ventricular zone of PcPD,FFE524,Rest Forebrain,C86A39,9
PcPDm,16523,mantle zone of PcPD,F4E35F,Rest Forebrain,C86A39,9
PcPDp,16524,periventricular stratum of PcPD,F4E35F,Rest Forebrain,C86A39,9
PcPD-PAG,16525,PcPD part of the periaqueductal gray,F4E35F,Rest Forebrain,C86A39,9
PcPDi,16526,intermediate stratum of PcPD,F4E35F,Rest Forebrain,C86A39,9
DF,16527,dorsofrontal pretectal nucleus,F4E35F,Rest Forebrain,C86A39,9
PcPDs,16528,superficial stratum of PCPD,F4E35F,Rest Forebrain,C86A39,9
DFS,16529,superficial dorsofrontal area,F4E35F,Rest Forebrain,C86A39,9
PcPL,16530,lateral part of PcP,FFE524,Rest Forebrain,C86A39,9
PcPLv,16531,ventricular zone of PcPL,FFE524,Rest Forebrain,C86A39,9
PcPLm,16532,mantle zone of PcPL,F4E35F,Rest Forebrain,C86A39,9
PcPLp,16533,periventricular stratum of PcPL,F4E35F,Rest Forebrain,C86A39,9
PcPL-PAG,16534,PcPL part of the periaqueductal gray,F4E35F,Rest Forebrain,C86A39,9
PcPLi,16535,intermediate stratum of PcPL,F4E35F,Rest Forebrain,C86A39,9
APTD,16536,anterior pretectal nucleus- dorsal core part,F4E35F,Rest Forebrain,C86A39,9
PcPLs,16537,superficial stratum of PcPL,F4E35F,Rest Forebrain,C86A39,9
APTDS,16538,anterior pretectal nucleus- dorsal superficial part,F4E35F,Rest Forebrain,C86A39,9
PcPV,16539,ventral part of PcP,FFE524,Rest Forebrain,C86A39,9
PcPVv,16540,ventricular zone of PcPV,FFE524,Rest Forebrain,C86A39,9
PcPVm,16541,mantle zone of PcPV,F4E35F,Rest Forebrain,C86A39,9
PcPVp,16542,periventricular stratum of PcPV,F4E35F,Rest Forebrain,C86A39,9
PcPV-PAG,16543,PcPV part of the periaqueductal gray,F4E35F,Rest Forebrain,C86A39,9
PcPVi,16544,intermediate stratum of PcPV,F4E35F,Rest Forebrain,C86A39,9
APTV,16545,anterior pretectal nucleus- ventral core part,F4E35F,Rest Forebrain,C86A39,9
PcPVs,16546,superficial stratum of PcPV,F4E35F,Rest Forebrain,C86A39,9
APTVS,16547,anterior pretectal nucleus- ventral superficial part,F4E35F,Rest Forebrain,C86A39,9
JcP,16548,juxtacommissural pretectal domain,FFE524,Rest Forebrain,C86A39,9
JcPv,111220600,ventricular zone of JcP,FFE524,Rest Forebrain,C86A39,9
JcPm,111220602,mantle zone of JcP,F4E35F,Rest Forebrain,C86A39,9
JcPD,16549,dorsal part of JcP,FFE524,Rest Forebrain,C86A39,9
JcPDv,16550,ventricular zone of JcPD,FFE524,Rest Forebrain,C86A39,9
JcPDm,16551,mantle zone of JcPD,F4E35F,Rest Forebrain,C86A39,9
JcPDp,16552,periventricular stratum of JcPD,F4E35F,Rest Forebrain,C86A39,9
JcPD-PAG,16553,JcPD part of the periaqueductal gray,F4E35F,Rest Forebrain,C86A39,9
JcPDi,16554,intermediate stratum of JcPD,F4E35F,Rest Forebrain,C86A39,9
DJcP,16555,dorsal juxtacommissural pretectal nucleus,F4E35F,Rest Forebrain,C86A39,9
SpD,16556,dorsal spiriform nucleus,F4E35F,Rest Forebrain,C86A39,9
JcPDs,16557,superficial stratum of JcPD,F4E35F,Rest Forebrain,C86A39,9
JcP-DT,16558,JcP contribution to DT,F4E35F,Rest Forebrain,C86A39,9
JcPL,16559,lateral part of JcP,FFE524,Rest Forebrain,C86A39,9
JcPLv,16560,ventricular zone of JcPL,FFE524,Rest Forebrain,C86A39,9
JcPLm,16561,mantle zone of JcPL,F4E35F,Rest Forebrain,C86A39,9
JcPLp,16562,periventricular stratum of JcPL,F4E35F,Rest Forebrain,C86A39,9
JcPL-PAG,16563,JcPL part of the periaqueductal gray,F4E35F,Rest Forebrain,C86A39,9
JcPLi,16564,intermediate stratum of JcPL,F4E35F,Rest Forebrain,C86A39,9
JcPLRt,16565,reticular formation of JcPL,F4E35F,Rest Forebrain,C86A39,9
SpL,16566,lateral spiriform nucleus,F4E35F,Rest Forebrain,C86A39,9
JcPLs,16567,superficial stratum of JcPL,F4E35F,Rest Forebrain,C86A39,9
JcP-LTL,16568,JcP contribution to LTL,F4E35F,Rest Forebrain,C86A39,9
JcPV,16569,ventral part of JcP,FFE524,Rest Forebrain,C86A39,9
JcPVv,16570,ventricular zone of JcPV,FFE524,Rest Forebrain,C86A39,9
JcPVm,16571,mantle zone of JcPV,F4E35F,Rest Forebrain,C86A39,9
JcPVp,16572,periventricular stratum of JcPV,F4E35F,Rest Forebrain,C86A39,9
JcPV-PAG,16573,JcPV part of the periaqueductal gray,F4E35F,Rest Forebrain,C86A39,9
JcPVi,16574,intermediate stratum of JcPV,F4E35F,Rest Forebrain,C86A39,9
VJcP,16575,ventral juxtacommissural pretectal nucleus,F4E35F,Rest Forebrain,C86A39,9
JcPVs,16576,superficial stratum of JcPV,F4E35F,Rest Forebrain,C86A39,9
JcP-LTV,16577,JcP contribution to LTV,F4E35F,Rest Forebrain,C86A39,9
CoP,16578,commissural pretectal domain,FFE524,Rest Forebrain,C86A39,9
CoPv,111220604,ventricular zone of CoP,FFE524,Rest Forebrain,C86A39,9
CoPm,111220606,mantle zone of CoP,F4E35F,Rest Forebrain,C86A39,9
CoPD,16579,dorsal part of CoP,FFE524,Rest Forebrain,C86A39,9
CoPDv,16580,ventricular zone of CoPD,FFE524,Rest Forebrain,C86A39,9
CoPDm,16581,mantle zone of CoPD,F4E35F,Rest Forebrain,C86A39,9
CoPDp,16582,periventricular stratum of CoPD,F4E35F,Rest Forebrain,C86A39,9
CoPD-PAG,16583,CoPD part of the periaqueductal gray,F4E35F,Rest Forebrain,C86A39,9
CoPDi,16584,intermediate stratum of CoPD,F4E35F,Rest Forebrain,C86A39,9
MPT,16585,medial pretectal nucleus,F4E35F,Rest Forebrain,C86A39,9
PrPT,16586,principal pretectal nucleus,F4E35F,Rest Forebrain,C86A39,9
CoPDRt,16587,reticular formation of CoPD,F4E35F,Rest Forebrain,C86A39,9
CoPDs,16588,superficial stratum of CoPD,F4E35F,Rest Forebrain,C86A39,9
OPT,16589,olivary pretectal nucleus,F4E35F,Rest Forebrain,C86A39,9
DT,16590,dorsal terminal nucleus of the accessory optic tract,F4E35F,Rest Forebrain,C86A39,9
CoPL,16591,lateral part of CoP,FFE524,Rest Forebrain,C86A39,9
CoPLv,16592,ventricular zone of CoPL,FFE524,Rest Forebrain,C86A39,9
CoPLm,16593,mantle zone of CoPL,F4E35F,Rest Forebrain,C86A39,9
CoPLp,16594,periventricular stratum of CoPL,F4E35F,Rest Forebrain,C86A39,9
CoPL-PAG,16595,CoPL part of the periaqueductal gray,F4E35F,Rest Forebrain,C86A39,9
CoPLi,16596,intermediate stratum of CoPL,F4E35F,Rest Forebrain,C86A39,9
PCPC,16597,parvicellular interstitial nucleus of the posterior commissure,F4E35F,Rest Forebrain,C86A39,9
IPT,16598,intermediate pretectal nucleus,F4E35F,Rest Forebrain,C86A39,9
CoPLRt,16599,reticular formation of CoPL,F4E35F,Rest Forebrain,C86A39,9
CoPLs,16600,superficial stratum of CoPL,F4E35F,Rest Forebrain,C86A39,9
LTL,16601,lateral terminal nucleus of the accessory optic tract- lateral part,F4E35F,Rest Forebrain,C86A39,9
CoPV,16602,ventral part of CoP,FFE524,Rest Forebrain,C86A39,9
CoPVv,16603,ventricular zone of CoPV,FFE524,Rest Forebrain,C86A39,9
CoPVm,16604,mantle zone of CoPV,F4E35F,Rest Forebrain,C86A39,9
CoPVp,16605,periventricular stratum of CoPV,F4E35F,Rest Forebrain,C86A39,9
CoPV-PAG,16606,CoPV part of the periaqueductal gray,F4E35F,Rest Forebrain,C86A39,9
CoPVi,16607,intermediate stratum of CoPV,F4E35F,Rest Forebrain,C86A39,9
SPT,16608,subpretectal nucleus,F4E35F,Rest Forebrain,C86A39,9
MCPC,16609,magnocellular interstitial nucleus of the posterior commissure,F4E35F,Rest Forebrain,C86A39,9
CoPVs,16610,superficial stratum of CoPV,F4E35F,Rest Forebrain,C86A39,9
LTV,16611,lateral terminal nucleus of the accessory optic tract- ventral part,F4E35F,Rest Forebrain,C86A39,9
p1AVL,16612,ventrolateral part of alar p1,FFE524,Rest Forebrain,C86A39,9
p1AVLv,111220608,ventricular zone of p1AVL,FFE524,Rest Forebrain,C86A39,9
p1AVLm,111220610,mantle zone of p1AVL,F4E35F,Rest Forebrain,C86A39,9
p1Lim,16613,liminal part of alar p1,FFE524,Rest Forebrain,C86A39,9
p1Limv,16614,ventricular zone of p1Lim,FFE524,Rest Forebrain,C86A39,9
p1Limm,16615,mantle zone of p1Lim,F4E35F,Rest Forebrain,C86A39,9
p1Limp,16616,periventricular stratum of p1Lim,F4E35F,Rest Forebrain,C86A39,9
p1Lim-PAG,16617,p1Lim part of periaqueductal gray,F4E35F,Rest Forebrain,C86A39,9
p1Limi,16618,intermediate stratum of p1Lim,F4E35F,Rest Forebrain,C86A39,9
p1LimRt,16619,reticular formation of p1Lim,F4E35F,Rest Forebrain,C86A39,9
p1Lims,16621,superficial stratum of p1Lim,F4E35F,Rest Forebrain,C86A39,9
p1SNL,16622,p1 part of the lateral substantia nigra,F4E35F,Rest Forebrain,C86A39,9
PtTg,16623,pretectal tegmentum,CCB71D,Rest Forebrain,C86A39,9
p1B,16624,basal plate of p1,CCB71D,Rest Forebrain,C86A39,9
p1Bv,16625,ventricular zone of p1B,CCB71D,Rest Forebrain,C86A39,9
p1Bm,16626,mantle zone of p1B,E6CE20,Rest Forebrain,C86A39,9
p1Bp,16627,periventricular stratum of p1B,E6CE20,Rest Forebrain,C86A39,9
p1B-PAG,16628,p1B part of the periaqueductal gray,E6CE20,Rest Forebrain,C86A39,9
Dk,16629,nucleus of Darkschewitsch,E6CE20,Rest Forebrain,C86A39,9
p1PEW,16630,p1 part of the pre-Edinger-Westphal nucleus,E6CE20,Rest Forebrain,C86A39,9
p1Bi,16631,intermediate stratum of p1B,E6CE20,Rest Forebrain,C86A39,9
InC,16620,interstitial nucleus of Cajal (post-migratory),E6CE20,Rest Forebrain,C86A39,9
p1BRt,16632,basal reticular formation of p1,E6CE20,Rest Forebrain,C86A39,9
RPC,16633,red nucleus- parvicellular part,E6CE20,Rest Forebrain,C86A39,9
p1PaR,16634,p1 part of the pararubral nucleus,E6CE20,Rest Forebrain,C86A39,9
p1PBP,16635,p1 part of parabrachial pigmented nucleus,E6CE20,Rest Forebrain,C86A39,9
p1F,16641,floor plate of p1,B3A019,Rest Forebrain,C86A39,9
p1Fv,16642,ventricular zone of p1F,A69517,Rest Forebrain,C86A39,9
p1Fm,16643,mantle zone of p1F,CCB71D,Rest Forebrain,C86A39,9
p1Fp,16644,periventricular stratum of p1F,CCB71D,Rest Forebrain,C86A39,9
p1F-PAG,16645,p1F part of periaqueductal gray,A69517,Rest Forebrain,C86A39,9
p1Fi,16646,intermediate stratum of p1F,CCB71D,Rest Forebrain,C86A39,9
 ,, , , , ,
M,16649,midbrain,17B317,Rest Midbrain,17B317,10
m1,16650,mesomere 1,17B317,Rest Midbrain,17B317,10
MTt,16651,collicular (rostral) midbrain tectum,17B317,Rest Midbrain,17B317,10
m1R,16652,roof plate of m1,89D889,Rest Midbrain,17B317,10
m1Rv,16653,ventricular zone of m1R,4EC54E,Rest Midbrain,17B317,10
m1Rm,16654,mantle zone of m1R,89D889,Rest Midbrain,17B317,10
m1Rp,114403703,periventricular stratum of m1R,89D889,Rest Midbrain,17B317,10
m1Ri,114403707,intermediate stratum of m1R,89D889,Rest Midbrain,17B317,10
m1Rs,114403711,superficial stratum of m1R,89D889,Rest Midbrain,17B317,10
BTGC,16655,bed of the tectal gray commissure,89D889,Rest Midbrain,17B317,10
BTC,16656,bed of the tectal commissure,89D889,Rest Midbrain,17B317,10
BICC,16657,bed of the intercollicular commissure,89D889,Rest Midbrain,17B317,10
m1A,16658,alar plate of m1,17B317,Rest Midbrain,17B317,10
m1AD,16659,dorsal part of m1A,17B317,Rest Midbrain,17B317,10
m1ADv,16660,ventricular zone of m1AD,17B317,Rest Midbrain,17B317,10
m1ADm,16661,mantle zone of m1AD,4EC54E,Rest Midbrain,17B317,10
m1ADp,16662,periventricular stratum of m1AD,4EC54E,Rest Midbrain,17B317,10
m1AD-PAG,16663,m1AD (DM) part of periaqueductal gray,4EC54E,Rest Midbrain,17B317,10
m1ADi,16664,intermediate stratum of m1AD,4EC54E,Rest Midbrain,17B317,10
m1VPaC,16665,ventral paracommissural tectal nucleus- m1 part,4EC54E,Rest Midbrain,17B317,10
m1ADs,16666,superficial stratum of m1AD,4EC54E,Rest Midbrain,17B317,10
m1DPaC,16667,dorsal paracommissural tectal nucleus- m1 part,4EC54E,Rest Midbrain,17B317,10
m1ADL,16668,dorsolateral part of m1A,17B317,Rest Midbrain,17B317,10
TG,16669,tectal gray formation,17B317,Rest Midbrain,17B317,10
TGv,16670,ventricular zone of TG,17B317,Rest Midbrain,17B317,10
TGm,16671,mantle zone of TG,4EC54E,Rest Midbrain,17B317,10
TGp,16672,periventricular stratum of TG,4EC54E,Rest Midbrain,17B317,10
TGDL-PAG,16673,dorsolateral TG part of the periaqueductal gray,4EC54E,Rest Midbrain,17B317,10
TGi,16674,intermediate stratum of TG,4EC54E,Rest Midbrain,17B317,10
TGC,16675,central layers of TG,4EC54E,Rest Midbrain,17B317,10
TGs,16676,superficial stratum of TG,4EC54E,Rest Midbrain,17B317,10
TGS,16677,superficial layers of TG,4EC54E,Rest Midbrain,17B317,10
SC,16678,colliculus superior,17B317,Rest Midbrain,17B317,10
SCv,16679,ventricular zone of SC,17B317,Rest Midbrain,17B317,10
SCm,16680,mantle zone of SC,4EC54E,Rest Midbrain,17B317,10
SCp,16681,periventricular stratum of SC,4EC54E,Rest Midbrain,17B317,10
SCDL-PAG,16682,dorsolateral SC part of the periaqueductal gray,4EC54E,Rest Midbrain,17B317,10
DpWh,16683,deep white layer of SC,4EC54E,Rest Midbrain,17B317,10
SCi,16684,intermediate stratum of SC,4EC54E,Rest Midbrain,17B317,10
DpG,16685,deep gray layer of SC,4EC54E,Rest Midbrain,17B317,10
InWh,16686,intermediate white layer of SC,4EC54E,Rest Midbrain,17B317,10
InG,16687,intermediate gray layer of SC,4EC54E,Rest Midbrain,17B317,10
SCs,16688,superficial stratum of SC,4EC54E,Rest Midbrain,17B317,10
Op,16689,optic fiber layer of SC,4EC54E,Rest Midbrain,17B317,10
SuG,16690,superficial gray layer of SC,4EC54E,Rest Midbrain,17B317,10
Zo,16691,zonal layer of SC,4EC54E,Rest Midbrain,17B317,10
IC,16692,inferior colliculus,17B317,Rest Midbrain,17B317,10
ICv,16693,ventricular zone of IC,17B317,Rest Midbrain,17B317,10
ICm,16694,mantle zone of IC,4EC54E,Rest Midbrain,17B317,10
ICp,16695,periventricular stratum of IC,4EC54E,Rest Midbrain,17B317,10
ICDL-PAG,16696,dorsolateral IC periaqueductal gray,4EC54E,Rest Midbrain,17B317,10
ICi,16697,intermediate stratum of IC,4EC54E,Rest Midbrain,17B317,10
CIC,16698,central nucleus of the inferior colliculus,4EC54E,Rest Midbrain,17B317,10
IIC,112892281,intermediate nucleus of the inferior colliculus,4EC54E,Rest Midbrain,17B317,10
ICs,16699,superficial stratum of IC,4EC54E,Rest Midbrain,17B317,10
ICIC,16700,internal cortical nucleus of inferior colliculus,4EC54E,Rest Midbrain,17B317,10
DCIC,16701,dorsal cortical nucleus of inferior colliculus,4EC54E,Rest Midbrain,17B317,10
ECIC,16702,external cortical nucleus of inferior colliculus,4EC54E,Rest Midbrain,17B317,10
m1AL,16703,lateral part of alar m1,17B317,Rest Midbrain,17B317,10
m1ALv,16704,ventricular zone of m1AL,17B317,Rest Midbrain,17B317,10
m1ALm,16705,mantle zone of m1AL,4EC54E,Rest Midbrain,17B317,10
m1ALp,16706,periventricular stratum of m1AL,4EC54E,Rest Midbrain,17B317,10
TGL-PAG,16707,lateral TG part of the periaqueductal gray,4EC54E,Rest Midbrain,17B317,10
SCL-PAG,16708,lateral SC part of the periaqueductal gray,4EC54E,Rest Midbrain,17B317,10
ICL-PAG,16709,lateral IC periaqueductal gray,4EC54E,Rest Midbrain,17B317,10
m1ALi,16710,intermediate stratum of m1AL,4EC54E,Rest Midbrain,17B317,10
ICBR,16711,nucleus of the inferior collicular brachium- rostral part,4EC54E,Rest Midbrain,17B317,10
ICBC,16712,nucleus of the inferior collicular brachium- caudal part,4EC54E,Rest Midbrain,17B317,10
m1ALs,16713,superficial stratum of m1AL,4EC54E,Rest Midbrain,17B317,10
SubBR,16714,subbrachial nucleus- rostral part,4EC54E,Rest Midbrain,17B317,10
SubBC,16715,subbrachial nucleus- caudal part,4EC54E,Rest Midbrain,17B317,10
m1AVL,16716,ventrolateral part of alar m1,17B317,Rest Midbrain,17B317,10
m1Lim,16717,liminal alar domain of m1,17B317,Rest Midbrain,17B317,10
m1Limv,16718,ventricular zone of m1Lim,17B317,Rest Midbrain,17B317,10
m1Limm,16719,mantle zone of m1Lim,4EC54E,Rest Midbrain,17B317,10
m1Limp,16720,periventricular stratum of m1Lim,4EC54E,Rest Midbrain,17B317,10
m1Lim-PAG,16721,m1Lim (VL) part of the periaqueductal gray,4EC54E,Rest Midbrain,17B317,10
m1Limi,16722,intermediate stratum of m1Lim,4EC54E,Rest Midbrain,17B317,10
m1LimRt,16723,m1Lim part of the midbrain reticular formation,4EC54E,Rest Midbrain,17B317,10
m1Lims,16724,superficial stratum of m1Lim,4EC54E,Rest Midbrain,17B317,10
